text,sentiment,word_count,char_count,avg_word
yippee happy birthday,positive,3,21,6.333333333333333
ugh 1 34th hour 19,negative,5,18,2.8
sound like perfect way spend sunday evening enjoy,positive,8,49,5.25
hi better drinking hot tea honey thanks take care plis,positive,10,54,4.5
movie worst fate used 'straight dvd' 'straight divx' 'straight internet',negative,10,72,6.3
ooo good luck dundee tonight cant co ton uni work,positive,10,49,4.0
work trying relax 30 min ive got go back sleep,neutral,10,46,3.7
yeah wasting time fail,negative,4,22,4.75
happy sunday beautiful day london meet chergo breakfast,positive,8,55,6.0
,negative,1,0,0.0
,negative,1,0,0.0
find info getonu2com hope launch project week well really need help release,neutral,12,75,5.333333333333333
bored would love someone talk,neutral,5,29,5.0
,neutral,1,0,0.0
lappytop baterrry dyingtryingtofind movieto watch since staying goingto room,negative,9,76,7.555555555555555
getting dm asking fell past day sick better appreciate concern game,positive,11,67,5.181818181818182
noo went zoo instead lol ru goin 2night,neutral,8,39,4.0
collabro wjphlip called 'california' another hot one,neutral,7,52,6.571428571428571
happy mother day mother grandmother furbaby mommy etc heading breakfast mom shortly,positive,12,83,6.0
gotten prank call making laugh long,neutral,6,35,5.0
cannot sleep due watching uktv food keep craving bay think body guna ache tomro,negative,14,79,4.714285714285714
guessing ran 4 mile gym superman oxox,positive,7,37,4.428571428571429
,neutral,1,0,0.0
outside playing ball dog hot sweaty,negative,6,35,5.0
finally holiday,positive,2,15,7.0
school like one vacation,neutral,4,24,5.25
would say hi,neutral,3,12,3.3333333333333335
bad still,negative,2,9,4.0
want game tonight friend,neutral,4,24,5.25
okay im idea,neutral,3,12,3.3333333333333335
haha co one tweet smile smile smile quoted boy reply,positive,10,52,4.3
mother day 31th swedenbut thnx pm,positive,6,33,4.666666666666667
listening online radio oldie,neutral,4,28,6.25
plane landed finally going get boardan hour late stupid rain,negative,10,60,5.1
officially done high school sad miss already movie later,negative,9,56,5.333333333333333
seeing one side looked interesting deep,positive,6,39,5.666666666666667
see guy philippine would coolest thing ever always wanted go one concert,positive,12,72,5.083333333333333
yeah im getting ready go get pizza nothing maybe 2gnt want play xbox,neutral,13,68,4.3076923076923075
whats good working doublejasmin,neutral,4,31,7.0
cleaned screen new pc do machine took another 'screenshot',neutral,9,58,5.555555555555555
brighter note still work 615 friday working people problem oh man im eating pizza tonight hoorah,neutral,16,96,5.0625
know suck im master procrastinator guy dont much fun without,negative,10,60,5.1
favorite shirt ruineddeath bleach fb,negative,5,36,6.4
found one ankle swolleneeks hurt,negative,5,32,5.6
knee hurting bad limpingso get suffer work together,negative,8,51,5.5
girl crash may last 2 day,neutral,6,25,3.3333333333333335
aww sorry home hope ok love ya wifey 3,negative,9,38,3.3333333333333335
disneyland blast yesterday back work,positive,5,36,6.4
ohh twpp falling silent waiting track u version next time maybe way sunny california sound good,positive,16,95,5.0
course would,positive,2,12,5.5
going 2 get tired hearing saw preview movie year one funny yeah,neutral,12,63,4.333333333333333
loser baha dude im going come put picture myspace really quick,negative,11,62,4.7272727272727275
spending girly day wif four big sister shopping pedicure dyeing eachothers hair ohh yeah,neutral,14,88,5.357142857142857
tried 2 vote 4 day couldnt figure 2 help lol,neutral,10,44,3.5
,negative,1,0,0.0
oh well go hope seamless transfer blog however track running sometime eve,neutral,12,73,5.166666666666667
hi nice meet,positive,3,12,3.3333333333333335
kearley thats twitter,neutral,3,21,6.333333333333333
burnt hand today,negative,3,16,4.666666666666667
please comment back ily,neutral,4,23,5.0
im even situation im sad im sorry thats really sucky,negative,10,52,4.3
thanks link love yesterday way,positive,5,30,5.2
im sleep deprived hot sleep,negative,5,27,4.6
new golf vi tsi 160hp fast,neutral,6,26,3.5
done painting bedroom furniture still table wait move uggh moving heat,negative,11,70,5.454545454545454
really need lose weight anybody want exercisebuddy,neutral,7,50,6.285714285714286
thank link explains lot im glad youre feeling good ive friend coming tomorrow fun,positive,14,81,4.857142857142857
cant believe gorgeous weather today ive spend work,positive,8,50,5.375
morning thats mean thats smart,neutral,5,30,5.2
ci ewww poor wish best thank god rolland garros month isnt p,neutral,12,60,4.083333333333333
toronto waiting 48 day go,positive,5,25,4.2
want cookie,positive,2,11,5.0
happy birthday,positive,2,14,6.5
five day five long day ahh,positive,6,26,3.5
happy mother day mama greatful appreciate mama,positive,7,46,5.714285714285714
,positive,1,0,0.0
gray hat python book reminded many security tool python version specific pain need use,negative,14,86,5.214285714285714
pink balloon mum day,neutral,4,20,4.25
friday trying find something,positive,4,28,6.25
yes im stupid girl kind,negative,5,23,3.8
suck im still hungry sucked food,negative,6,32,4.5
,neutral,1,0,0.0
dedicated today mother day video without mom dad wouldnt tweeting,positive,10,65,5.6
feeling madly sorry ï¿½iï¿½m seck make feel better going fashion show,negative,11,69,5.363636363636363
work,neutral,1,4,4.0
holy super sunny friday whitsun tube deeeesearted wish park,neutral,9,59,5.666666666666667
cant gauge time day office anymore worse friggin casino waitress smoking booze,negative,12,78,5.583333333333333
way homethen sleep seeing amber pacific tomorow besties,neutral,8,55,6.0
forgot lube may need go er,neutral,6,26,3.5
get crazy,neutral,2,9,4.0
saw new star trek movie yesterday good quiet day today gym lunch,positive,12,64,4.416666666666667
oh poor thing sorry babe,negative,5,24,4.0
crazy gone,negative,2,10,4.5
found pack united red carpet club booze voucher anyone wanting quite drink come appears,neutral,14,87,5.285714285714286
night night everyone happy mother day mother,positive,7,44,5.428571428571429
great rain,positive,2,10,4.5
bad life gotten werecounting church5050 raffle answer real bad,negative,9,62,6.0
sore throat comingand recording start new citipointe ep album argghhh prayer needed,negative,12,83,6.0
awake 1245am mum turned internet could watch live chat ccrying sad,negative,11,66,5.090909090909091
,negative,1,0,0.0
bring food go please,neutral,4,20,4.25
hi frenchie ill thatlater p,neutral,5,27,4.6
hot cold,neutral,2,8,3.5
rock sock sorry go bfe maryland,neutral,6,31,4.333333333333333
huge spider crawled past huge,neutral,5,29,5.0
oh sorry pet,negative,3,12,3.3333333333333335
heh seem complex iphone jealousy selfdenial harmful let,negative,8,55,6.0
computer packed away go life right cardboard box,negative,8,48,5.125
ya know people love human society,positive,6,33,4.666666666666667
tired,negative,1,5,5.0
im sure youre sleeping youll tell favorite part tomorrow laughed pretty much whole time,positive,14,87,5.285714285714286
thanks new follower,positive,3,19,5.666666666666667
sitting mels house finished eating mcdicks laughing dumb stuff said tonight ready bed think,positive,14,91,5.571428571428571
havent chance watch yetgoing get hold thanks tip,positive,8,48,5.125
hahaha like dougie harsh happy replied,neutral,6,38,5.5
sooooo happy finally kean cipriano replied chat message hope he fake,positive,11,68,5.2727272727272725
loving weather weekend shame im back work tomorrow,neutral,8,50,5.375
downtown fun tonight walk back car rediculous lol,neutral,8,49,5.25
going die study overload weekend much homework paying work interrupt im screwed,negative,12,79,5.666666666666667
well tomorrow miss,negative,3,18,5.333333333333333
happy mother day mum also si 'mum' jess ahah,positive,9,44,4.0
leslie love video inspiration mr leslie cant wait new album still rocking debut,positive,13,79,5.153846153846154
,neutral,1,0,0.0
love song 'together' thats 'his' song mewell think still,positive,9,56,5.333333333333333
book savesummer 2009 amazones village suitescretegreece best place,positive,8,66,7.375
omfg test joke,neutral,3,14,4.0
sitting home bored,negative,3,18,5.333333333333333
74 'quite alright' plus side ate cinnamin toast crunch breakfast eating strawberry,neutral,12,82,5.916666666666667
wheres happiness,neutral,2,16,7.5
love mandy moore much also angela,positive,6,33,4.666666666666667
boring sunny monday school tired lazy hungry yeah great mood,neutral,10,60,5.1
wake tired moment listing music make happy let wake,neutral,9,51,4.777777777777778
surrounded student house barbecue playing music hardly conducive good jobapplying frame mind,positive,12,92,6.75
may forth ha yes today birthday star war day arent lucky star war fan,positive,14,69,4.0
thanks im holding mini laser light thingy lol,positive,8,45,4.75
window livewriters accessible guess answer,neutral,5,42,7.6
butler thinkhope might put age limit next year back bgt,positive,10,55,4.6
kryptik usual application checking status reading stuff thats wel arbit etc,neutral,11,75,5.909090909090909
miss going ek every summer christmas vaca take,negative,8,46,4.875
oh really hello,neutral,3,15,4.333333333333333
happy bday lina haha birthdaypresent would comment new video,positive,9,60,5.777777777777778
im starting brinn guess get laptop back cant use messenger hate,negative,11,63,4.818181818181818
change plan wont seeing today,neutral,5,29,5.0
pancake always end soggy,negative,4,24,5.25
lot confusion ive work place,negative,5,28,4.8
lol know feel 4 kid current work load maxed time grow thing,neutral,12,59,4.0
ill heerlen sunday wont right,neutral,5,29,5.0
woot freaking hoo though mad world isnt well itunes top 100 chart,positive,12,65,4.5
,positive,1,0,0.0
yer oh thats hell need post haha talk,neutral,8,37,3.75
figure start raining freed work,positive,5,31,5.4
think fair k den guess wrng still feel fair,negative,9,43,3.888888888888889
,neutral,1,0,0.0
monday arent bad sunny fb,positive,5,25,4.2
well lovely completely flattened back injury go weekend,positive,8,55,6.0
waching gray antomy,neutral,3,19,5.666666666666667
writing mother day card mom gran hurray,positive,7,39,4.714285714285714
cafe management end month nothing number arty little head hurt finding discrepencies,negative,12,84,6.083333333333333
sad gmail chat died cant help,negative,6,29,4.0
136 screw going bed one love,neutral,6,28,3.8333333333333335
,neutral,1,0,0.0
aureole oh gosh cute,positive,4,20,4.25
swimming party brother tonight awesome time since sissy cold water loved today,positive,12,78,5.583333333333333
chinese lunch buffet 450 add soda 125 noticing health inspection score 81 walk bag priceless,neutral,15,92,5.2
new twitter,neutral,2,11,5.0
hmm 25 see decemberists go raleigh work night 95 cheap seat bolshoi probably neither,negative,14,84,5.071428571428571
morning im garden getting air,neutral,5,29,5.0
enjoying weather go work last shift,positive,6,35,5.0
yeah come barcelona fan concert come barcelona jessi te quiero,neutral,10,62,5.3
hi everybody sorry long listening iwas busy,negative,7,43,5.285714285714286
,neutral,1,0,0.0
toasting seems 100 waffle 4 farmer kid sure eat lot,neutral,10,51,4.2
sad school going miss friend teacher,negative,6,36,5.166666666666667
id love im way india,positive,5,20,3.2
happiest place earth jadore,positive,4,27,6.0
oh dear im followed someone claim help stay young end nigh,negative,11,58,4.363636363636363
sleep whats sleep ive seem forgottten meaning much mind usual insonmia,neutral,11,70,5.454545454545454
yet even get play year soon hope,neutral,7,32,3.7142857142857144
bing chandler bing new search engine microsoft name bing,neutral,9,56,5.333333333333333
mother day lunch,neutral,3,16,4.666666666666667
awwww criedmakes cry love joey,neutral,5,30,5.2
agree missed lot away busy like whole new place,negative,9,47,4.333333333333333
bit motorcycle trip today,neutral,4,25,5.5
andy dance one fonzie gomez show haha,neutral,7,37,4.428571428571429
happy mother day god mother step mother,positive,7,39,4.714285714285714
watching pianist dad great movie,positive,5,32,5.6
lmao would taken least week,neutral,5,27,4.6
hubz company organising,neutral,3,23,7.0
ah man thats suck happened thats prompting reinstall,negative,8,52,5.625
english essay rjwtf done long time ago assigned last thursday,negative,10,61,5.2
obama last night 'most covered voted apology fox table',negative,9,55,5.222222222222222
love new hairdo haha live ny yeah really hott,positive,9,45,4.111111111111111
get 40 trumpet book get caught rain 80 trumpet book oh dear ny,negative,13,62,3.8461538461538463
im book read movie watch n stuff buyim bored,negative,9,44,4.0
got watt chingo bling chile cant thang without bgeezy need show,positive,11,63,4.818181818181818
oh poor bear nightmare wrestled huge snake,neutral,7,42,5.142857142857143
rumbo bachilleres,neutral,2,17,8.0
yeah hired guy named lenny tend rabbit year,neutral,8,43,4.5
happened who jerk,negative,3,17,5.0
ive eating cheetos morning,neutral,4,26,5.75
thanks got hold someone knew stuffat last,positive,7,41,5.0
wow love thanks,positive,3,15,4.333333333333333
,negative,1,0,0.0
picked copy printed brochure bwrc excited,positive,6,41,6.0
sleepy time room finally clean,positive,5,30,5.2
anyone excited harry potter like twilight postponed first love oh well find hai chai,neutral,14,84,5.071428571428571
soz neva saw message till nowif add delete cannot see message uve left page,neutral,14,75,4.428571428571429
bored cleanin house,negative,3,19,5.666666666666667
finishing quick magazine article cap cant wait get done get back book,neutral,12,69,4.833333333333333
wow teacher called skunk cuz hair,positive,6,33,4.666666666666667
,neutral,1,0,0.0
sitting friday night bored,negative,4,26,5.75
wine,neutral,1,4,4.0
regrettin decision made,negative,3,23,7.0
passed wrecked car hoping everyone got ok finally picking speed bmpre,positive,11,69,5.363636363636363
hurt foot gym class,negative,4,19,4.0
appending verticalchinese hash tag nice touch,neutral,6,45,6.666666666666667
,negative,1,0,0.0
home invader taken base,neutral,4,23,5.0
soo sick wade mood swing uhh hate he ahhhh,negative,9,42,3.7777777777777777
oh good thing viral,positive,4,19,4.0
listing music putting finishing touch mother day present cool part didnt cost thing,positive,13,83,5.461538461538462
grey anatomy fuckn awesome atm,positive,5,30,5.2
im costco bit print photo photobook,neutral,6,35,5.0
dont stop believing remix sure sacrilege,negative,6,40,5.833333333333333
start 6 throw u traffic crazy,negative,6,29,4.0
embark large tour bar project hopefully wont die alcohol poisoning,positive,10,66,5.7
thank comment,positive,2,13,6.0
thankyou,positive,1,8,8.0
hahah wish true really really bad going stay home chill tonight usual really wanted go,neutral,15,86,4.8
im awake cant sleep im feeling sick yuck,negative,8,40,4.125
agree spongebob better,positive,3,22,6.666666666666667
r sending tw business people 2 mainland 2 return favor chinese police representative tw,neutral,14,87,5.285714285714286
excited blowing another candle today kid,negative,6,40,5.833333333333333
free unlimited ringtones usa awesome 4 iphone,positive,7,45,5.571428571428571
bored without camera,negative,3,20,6.0
omg tragic,neutral,2,10,4.5
yeah drank little bit anyways definitely show drink,neutral,8,51,5.5
think ipod touch may breaking,neutral,5,29,5.0
tour student morning huge pickup mother dayspeaking luncheon100 planter nothing boring,neutral,11,86,6.909090909090909
emozac good morning france zaccie,positive,5,33,5.8
thanks kelly sweet,positive,3,18,5.333333333333333
happy birthday month get day deserve whole month,positive,8,48,5.125
thanks alot hope help spread word get people involved already making real difference,positive,13,84,5.538461538461538
ahahahaha love twilight dont liee know love robert pattinson,positive,9,60,5.777777777777778
got email auntie bout father day mother day wseven mom father day consist 2 dad realitycheck,neutral,16,92,4.8125
home lonely,negative,2,11,5.0
well im good morningbrunchish took exam think good,positive,8,50,5.375
lol bother im messing metabolism drinking lot water pretending different food mmmm grape,negative,13,88,5.846153846153846
rip little bird flew window snapping neck,negative,7,41,5.0
killer jonathan ross completely epitomised love fangirl heart seriously wow miss reading dublin,neutral,13,95,6.384615384615385
im still awake coulndt go back sleep,neutral,7,36,4.285714285714286
gnight twitterverse much twitter love,positive,5,37,6.6
totally rock onnnn,positive,3,18,5.333333333333333
twitter question go brother 1st soccer game season stay warmed bed 2 minute reply,neutral,14,81,4.857142857142857
really look like boy need someone hair,neutral,7,38,4.571428571428571
know star war day today may 4th,neutral,7,31,3.5714285714285716
drink trainer brand look,neutral,4,24,5.25
aw thank suppose good thing since mean tweeting,positive,8,47,5.0
wwwyoutubecomwatchvcyjvgnp9va sowwwwyy girl make twisted time,negative,6,61,9.333333333333334
wish could go e3 oh well,neutral,6,24,3.1666666666666665
got one babygirl,neutral,3,16,4.666666666666667
yeah thats used initial flickr account,neutral,6,38,5.5
pange ahahahahaha two could meet drink,neutral,6,38,5.5
absolutely hit bottom one way go,neutral,6,32,4.5
would live across country,neutral,4,25,5.5
yay think animal hard,positive,4,21,4.5
baking cake momma,neutral,3,17,5.0
haha balcony seat great there giant dragon thing glowing red eye move wing,negative,13,74,4.769230769230769
yeah suck tried ask q 2 never answered loved joe hugged nick,neutral,12,60,4.083333333333333
anywhere dont mindas long im superman there good musicall sweet,positive,10,63,5.4
haha really dont im going workshop school next week going plus car broken right,neutral,14,79,4.714285714285714
money laundering tip 5 sell business constructed hotel etc take possession clean money,neutral,13,86,5.6923076923076925
im sorry little disturbance sapinsidetrack palo alto went debugging session line unmuted,negative,12,88,6.416666666666667
wish would admit new lovah,neutral,5,26,4.4
,negative,1,0,0.0
told would therelol hmmmm,neutral,4,25,5.5
dont,neutral,1,4,4.0
hi jenna hope well thinking wishing best lot love new york,positive,11,58,4.363636363636363
ooh storm thats always welcome news happy mother day,positive,9,52,4.888888888888889
wow safe trip back home begging please come back bloomington soon,positive,11,65,5.0
yeahim sad 'ravenclaw' account love account bit,neutral,7,47,5.857142857142857
look like ionbased miniitx board wont ship midjune earliest,neutral,9,59,5.666666666666667
q studio created open season google look dvd downstairs feeling lazy,negative,11,68,5.2727272727272725
roman pain killer lq med thanks jess agreeing go get yogurt go,neutral,12,62,4.25
got hair cut great stupid gum,negative,6,29,4.0
wating get hair cut prom suck people screaming instead talking probably going wating another hour,negative,15,97,5.533333333333333
love mommy happy mother day,positive,5,27,4.6
despite rain fantastic day,positive,4,26,5.75
waiting last video rendered watching episode 11,positive,7,47,5.857142857142857
rankin know whole different meat pie back,neutral,7,41,5.0
yesterday 1 year anniversary best day ever yay mcr,positive,9,50,4.666666666666667
,negative,1,0,0.0
pool open til tomorrow,neutral,4,22,4.75
im elevated error rate streamkeys found connection problem server migration isnt easy huh,neutral,13,89,5.923076923076923
home school watching 70 show,neutral,5,28,4.8
thanks hun im working hard thanks mama yuhh,positive,8,43,4.5
sheesh crochet bah humbug sleep um suppose someday,negative,8,50,5.375
changed picture profile friendster,neutral,4,34,7.75
booi thought list meant would good go look like ill get cf adapter dslr,negative,14,71,4.142857142857143
unusual,neutral,1,7,7.0
tired work 5pm fb,negative,4,17,3.5
remind get take pic blooming clematis wind storm tomorrow,neutral,9,57,5.444444444444445
much fun banana dessert alone worth trip austin well back soon,positive,11,62,4.7272727272727275
yeah doesnt suck working nano take 75 music sad,negative,9,47,4.333333333333333
hate feeling get listen song completely reminds thing used get emotional,negative,11,72,5.636363636363637
liking window 7 release candidate far also liking new video card terabyte harddisk,positive,13,82,5.384615384615385
ofcourse start fightin aight party buts cool theyu held chillin home girl happy mother day,positive,15,90,5.066666666666666
happy mother day mama bear,positive,5,26,4.4
youtube,neutral,1,7,7.0
,neutral,1,0,0.0
awesome take look im home,positive,5,25,4.2
realized hold membership gym saw bank statement,neutral,7,47,5.857142857142857
want friday come quick want beauty sleep shopping,neutral,8,49,5.25
exhausted thank goodness race almost training ruining social life,neutral,9,65,6.333333333333333
scrub finale beautiful perfect cant believe theyre going another season,positive,10,71,6.2
goin 2 eat smack 4 breakfast getting started day catch ya flipside really wish cud go mobiledang bahrain,positive,18,104,4.833333333333333
well like call success,positive,4,22,4.75
hate history coursework sooo much,negative,5,33,5.8
say miss cousin badly,negative,4,21,4.5
way seattle yay seattle boo matt leaving,neutral,7,40,4.857142857142857
teacher appreciation week making delivery instructor morning,neutral,7,60,7.714285714285714
oh cant nice,negative,3,12,3.3333333333333335
,negative,1,0,0.0
happy mother day going cook something thank goodness there tablespotting,positive,10,72,6.3
gloomy outside making sad miss sun happiness,negative,7,44,5.428571428571429
brad olympic village watching season 1 30 rack adult hood,neutral,10,57,4.8
thanks everyone twittering still newbie friend would like invite please help girl,positive,12,81,5.833333333333333
,negative,1,0,0.0
wednesday mom making huge special dinner whatnot celebrate new single ya knoww,positive,12,78,5.583333333333333
sick fighting look like burlesque,negative,5,33,5.8
awwthanks he best husband ever really im lucky hope youre wonderful saturday evening,positive,13,84,5.538461538461538
stfu e3 list link broke,neutral,5,23,3.8
hey lady coming canada fall id love see concert time itll 1st time,positive,13,66,4.153846153846154
think ive finally reached point life need nasal hair trimmer,neutral,10,60,5.1
okay able sleep tonight,neutral,4,23,5.0
nice clean,positive,2,10,4.5
aww okay need huge shopping trip joshstore get also joshmobile pft,neutral,11,66,5.090909090909091
time go bed tired catch couple day land recover flying denmark,negative,11,62,4.7272727272727275
think might like twiterfon better tweetie recent upgrade twiterfon great none tweetie,positive,12,85,6.166666666666667
wish live holland im going see paris,neutral,7,36,4.285714285714286
ima say smudge start calling people given malicious action pulled night,negative,11,71,5.545454545454546
lunch forrest baron fpu dead,neutral,5,28,4.8
,neutral,1,0,0.0
yes love manchester orchestraand sigur ross band never heard ill give listen thanks,positive,13,83,5.461538461538462
back brunch hopefully lured two friend,neutral,6,38,5.5
stopped today wish luck overload first,positive,6,38,5.5
lol,neutral,1,3,3.0
yeah wanted say there yourname section bit tricky way find reply though,neutral,12,71,5.0
b2g1 trying save cash next month vacation,neutral,7,41,5.0
im dont panic big topman,neutral,5,24,4.0
hi fellow peruvian,neutral,3,18,5.333333333333333
ill take look tomorrow definitely want graph many tweet possible,neutral,10,64,5.5
,negative,1,0,0.0
cant get bed,neutral,3,12,3.3333333333333335
catching house season finale monday,neutral,5,35,6.2
leann make feel better studying sat night wo blackberry,positive,9,55,5.222222222222222
brings back everyone button access public timeline,neutral,7,50,6.285714285714286
yay finally made sale gallery really help artist,positive,8,48,5.125
hey honey bunny big bunny hug,positive,6,29,4.0
iya nyokap gue pernah berkata demikian hard share,negative,8,49,5.25
l unfortunately notmy work tie 4 whole summerbut there eutour fallill want rebound,neutral,13,82,5.384615384615385
im sure walking around barnes noble comfort much well im work,positive,11,61,4.636363636363637
blah blah blah kidding dude ive never anyone offer stem cell haha,positive,12,65,4.5
many wire sort,neutral,3,14,4.0
head hurt,negative,2,9,4.0
unlucky day wasnt without hope see wednesday though right x,negative,10,59,5.0
cannot believe woman talked getting different hairstylereal talk thoughi clue hair,neutral,11,82,6.545454545454546
happy mother day wonderful woman great relaxful day,positive,8,51,5.5
naw know talkin,neutral,3,15,4.333333333333333
aww feel bad lil look like know whats coming,negative,9,44,4.0
see jonas brother 3d movie funny one else hahah cant,positive,10,52,4.3
new tmobile advert trafalger square look like lot fun except load pigeon,neutral,12,72,5.083333333333333
good night sleeep 5 good mornining xd,positive,7,37,4.428571428571429
want someone come take picture one,negative,6,34,4.833333333333333
really bad mood,neutral,3,15,4.333333333333333
played bit pool buddiesgoing bed work tomorrow,neutral,7,46,5.714285714285714
wishing work done soon 3,positive,5,24,4.0
already cry movie started like 15mins ago,negative,7,41,5.0
13 hour til im plane ahhh yay,positive,7,29,3.2857142857142856
ok one interested special popcorn stale waste im going find homeless person give,negative,13,80,5.230769230769231
sad best friend selfish heartless exclude life completelyim sad,negative,9,63,6.111111111111111
twitter hacked,negative,2,14,6.5
get ready tom got go make sure he done anything stupid ill tweet later,negative,14,70,4.071428571428571
oh sick im feeling kind sick im hating overcast weather,negative,10,55,4.6
dont song gave song,neutral,4,19,4.0
,positive,1,0,0.0
square b sad wasnt shes well square crocheted bee poly fibe,negative,11,59,4.454545454545454
thanks let know print gallery would like work detail,positive,9,52,4.888888888888889
lushh wernt managed keep lol aww amazing,positive,7,40,4.857142857142857
got home city light show yeahhh,neutral,6,31,4.333333333333333
,negative,1,0,0.0
,neutral,1,0,0.0
want part window clubhouse wl space blog random place share window stuff,neutral,12,72,5.083333333333333
get back tokyo manwe miss,negative,5,25,4.2
money problem bad day,negative,4,21,4.5
aw taxi man going fast meee,positive,6,27,3.6666666666666665
ugh frustrating see brief week group mostly traditional agency,negative,9,62,6.0
yeah missed 2nite,neutral,3,17,5.0
awe man suck everyone make mistake feeling people forgive,neutral,9,57,5.444444444444445
like enjoy photography,positive,3,22,6.666666666666667
early proppa shattered knackered,negative,4,32,7.25
babysitting paionks thinking going see 'obsessed',neutral,6,49,7.333333333333333
goodnight trending topic lol,neutral,4,28,6.25
disappointed didnt win teh glassez,negative,5,34,6.0
dave cant happen im working listen whining big time,neutral,9,51,4.777777777777778
im way past bed time going catch sum snl,neutral,9,40,3.5555555555555554
im havin stupid stomach pain today outing sph frenz stomach nvr fails dissappoint haiz,negative,14,86,5.214285714285714
welcome back japan,neutral,3,18,5.333333333333333
zulu get michael jackson ish bad look going,positive,8,43,4.5
ah tummy hurt starbucks sugarchocolatecaffeine,negative,5,46,8.4
killboy would really greatexcept allowed talk boy phone long storymy fault,neutral,11,74,5.818181818181818
,neutral,1,0,0.0
somebody buy plane ticket home miss girl,negative,7,40,4.857142857142857
finished weeding flower bed weed grow well legitimate plant hate,neutral,10,64,5.5
2 day minnie,neutral,3,12,3.3333333333333335
,neutral,1,0,0.0
hey jodi whats upugg bored made sundae c monday hahaha rymed loll cu school,negative,14,75,4.428571428571429
,positive,1,0,0.0
,positive,1,0,0.0
mitglee confusing flippin expensive,negative,4,35,8.0
ahh sometimes thats best kind day lazing around little cuppa,neutral,10,60,5.1
10 40 done everyone going home drinking beer starting next week,neutral,11,63,4.818181818181818
'bandwidth limit exceeded' website,neutral,4,34,7.75
beautiful sunshine woke litterally 2 minute later start rain must cursed,negative,11,72,5.636363636363637
writing mild wild article,neutral,4,25,5.5
heat,neutral,1,4,4.0
hating weather ugh,negative,3,18,5.333333333333333
7265 cavs score lol,neutral,4,19,4.0
woah love new twitter app many new thing got finished watching jon4lakers video good,positive,14,84,5.071428571428571
news gone,neutral,2,9,4.0
bit worried,negative,2,11,5.0
really needa find stastics,neutral,4,26,5.75
like dr seuss quote ï¿½you know youre love cant fall asleep reality finally better dreams',positive,15,90,5.066666666666666
yes make want better person think mentioned continue im still evil though,neutral,12,73,5.166666666666667
everyone say,neutral,2,12,5.5
early happy day birth case dont make tired therapy today n taking medicine misshu love ya,neutral,16,89,4.625
glad hear youre okay could really hurt sound couch okay lol,neutral,11,59,4.454545454545454
sanctuarysunday mission make sanctuary trending topic day lot people board itjoin,positive,11,81,6.454545454545454
soooo fed,negative,2,9,4.0
like old day drinkin old spot,neutral,6,29,4.0
gandang mac un ah sure market ma mahal pa sya sa macbook pro ang cool ng concept,neutral,17,80,3.764705882352941
beyond told people indiana batshit lived feel like escaped orwell book everyday,negative,12,79,5.666666666666667
amazing night girl,positive,3,18,5.333333333333333
cant need work overtime project lunchtime sorry,negative,7,47,5.857142857142857
wish happy mother day,positive,4,21,4.5
want lie tomorrow wont getting one though,neutral,7,41,5.0
oh ability teleport,neutral,3,19,5.666666666666667
managed find place combine fun pleasure saving took planning though,positive,10,67,5.8
beautiful daywish bike hadnt run car hit run biketo,positive,9,51,4.777777777777778
,positive,1,0,0.0
canalway cavalcade little venice near warwick avenue today,neutral,8,58,6.375
read pure escapism dont make think take away nonfiction tends achieve strange reason,neutral,13,84,5.538461538461538
screw guy prom picture,negative,4,22,4.75
bored firday evening nothing,negative,4,28,6.25
told wasnt going cry one kid everyone made fun year said 'its good year',neutral,14,72,4.214285714285714
yeah shes done several time dumerils boa time w prob wonder hognose need bigger food,neutral,15,84,4.666666666666667
went bed 1220 last night woke around 1045 holy need get earlier like 8 wish could get 6 every day,neutral,20,97,3.9
headed see friend new baby gave trip lake dance class good mama,positive,12,63,4.333333333333333
nomatter much sleep still tired either going sleep early late,negative,10,61,5.2
soo embarassed didnt see tweet ive getting kind follower ill better promise,neutral,12,75,5.333333333333333
sweating 2 see,neutral,3,14,4.0
celebrity sighting spongebobs bea09 lol im even distraught missed,negative,9,65,6.333333333333333
watching game making popcornss,neutral,4,30,6.75
know lot comment return really busy ill get round guy sorry,negative,11,59,4.454545454545454
admitting dont like action plot like romance plot always make feel like im setting back feminist,neutral,16,96,5.0625
twitter journey well okay,neutral,4,25,5.5
sure 5 people came seen dentist,negative,6,31,4.333333333333333
rain make good study day almost done,positive,7,36,4.285714285714286
dog roscoe died yestarday im sad,negative,6,32,4.5
boo come well watch telenovelas braid others hair,neutral,8,49,5.25
ok finenow much lol,neutral,4,19,4.0
thomas drinking game tonighti dont work till 5 tomorrow,neutral,9,55,5.222222222222222
dad trying force learn drive dont like thing im good public,negative,11,59,4.454545454545454
cannot come toniiiite arggh want though fun us well def see 2morrow nite though,positive,14,79,4.714285714285714
song called stolen soooo amazing dashboard confessional,positive,7,55,7.0
dont get impatient already sinned strawberry milk sugar,negative,8,55,6.0
sky gi team edward id watch back p,neutral,8,34,3.375
omg poor jack happened dog one time hope get better soon,neutral,11,56,4.181818181818182
hoping hear something soon krystles surgery,positive,6,43,6.333333333333333
pink bubble bath champ,neutral,4,22,4.75
contacting paw philippine find 'tiger' new owner sad love dog soo much,neutral,12,70,4.916666666666667
mother day pak,neutral,3,14,4.0
exactly prime minister doesnt need take care issue,neutral,8,50,5.375
